Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification,average_price_usd_2020
M3,2016,Middle East,Blue,Petrol,Automatic,4.0,148234,87641,Low,72094.0
5 Series,2019,Europe,White,Petrol,Manual,1.9,47280,78032,Low,34881.0
3 Series,2014,South America,Grey,Electric,Automatic,4.5,47144,76171,Low,35430.0
i3,2021,South America,Blue,Hybrid,Automatic,1.9,94134,84598,Low,43236.0
X1,2021,Africa,Red,Petrol,Automatic,2.2,187500,116757,Low,38356.0
M5,2019,Europe,Silver,Electric,Automatic,2.4,161026,39951,Low,113027.0
i8,2014,Asia,White,Electric,Automatic,4.0,90849,37222,Low,155074.0
M5,2020,Asia,White,Hybrid,Manual,2.5,72015,59609,High,111538.0
i8,2017,Africa,Red,Diesel,Automatic,3.6,192269,33499,Low,149786.0
5 Series,2021,South America,Silver,Electric,Manual,3.5,125795,39085,Low,35858.0
X3,2014,Asia,Black,Petrol,Automatic,2.9,92738,57063,Low,40703.0
X5,2014,Middle East,Black,Electric,Automatic,3.4,88175,43937,Low,56570.0
M5,2010,Africa,Grey,Diesel,Manual,1.9,177393,113845,High,107602.0
3 Series,2014,North America,Grey,Petrol,Manual,2.2,173071,112674,Low,38511.0
7 Series,2016,Asia,Grey,Petrol,Automatic,4.6,179123,102961,High,85687.0
5 Series,2012,Africa,White,Diesel,Manual,3.3,184935,93024,High,35645.0
M3,2021,Europe,White,Petrol,Automatic,3.6,86524,42748,Low,75761.0
5 Series,2024,Europe,Silver,Electric,Automatic,2.4,196556,114826,High,37146.0
7 Series,2010,Europe,Silver,Hybrid,Automatic,2.3,36148,108196,Low,85263.0
5 Series,2020,Africa,Red,Electric,Automatic,3.2,152484,105927,Low,30423.0
i3,2021,Africa,Black,Diesel,Automatic,2.4,50135,32948,Low,41164.0
X1,2012,Asia,Silver,Petrol,Manual,3.0,27119,113017,Low,35677.0
M3,2021,South America,Red,Electric,Manual,2.4,178844,38305,High,72459.0
X3,2018,North America,White,Petrol,Manual,2.5,153434,111875,Low,43250.0
5 Series,2017,Africa,Grey,Diesel,Manual,4.9,197005,45412,Low,33873.0
M3,2024,Asia,Grey,Hybrid,Automatic,3.6,79615,47475,Low,74510.0
M5,2013,Africa,White,Petrol,Automatic,4.4,87886,44048,Low,107907.0
i8,2017,Europe,Silver,Hybrid,Automatic,1.7,159945,49634,Low,159955.0
M3,2022,South America,Red,Electric,Manual,1.5,122519,80287,Low,74008.0
5 Series,2018,Middle East,Blue,Electric,Automatic,3.3,60431,101696,High,35638.0
X5,2015,North America,White,Petrol,Manual,3.6,81288,70342,High,55340.0
X6,2017,Africa,Black,Petrol,Automatic,3.7,39587,107368,High,61388.0
X5,2019,Asia,Red,Hybrid,Manual,2.0,137802,45254,High,59575.0
X1,2016,Europe,Black,Diesel,Automatic,4.9,97298,51305,Low,38738.0
5 Series,2018,Africa,Red,Electric,Manual,3.4,181647,105065,Low,31202.0
X1,2016,South America,Grey,Electric,Automatic,1.9,167688,73215,High,39188.0
X3,2010,North America,Silver,Electric,Automatic,2.9,123179,30530,Low,43373.0
M3,2021,Europe,Silver,Electric,Automatic,3.0,28122,70353,High,71426.0
7 Series,2014,North America,Grey,Electric,Manual,4.0,66145,53211,High,86913.0
X3,2015,South America,Red,Petrol,Manual,2.6,72266,41643,Low,43036.0
7 Series,2011,Asia,Silver,Diesel,Manual,2.6,143826,60590,Low,94634.0
M3,2024,South America,Grey,Diesel,Automatic,3.3,78535,111265,Low,73821.0
M5,2011,Asia,Black,Diesel,Manual,3.2,116906,106056,High,111227.0
X5,2022,South America,Red,Diesel,Manual,3.1,1903,46688,High,58973.0
X1,2013,Africa,White,Electric,Manual,3.3,76755,86275,High,37387.0
X3,2013,South America,White,Petrol,Manual,1.7,79656,48280,Low,44957.0
X6,2014,Africa,Red,Electric,Manual,3.2,143370,88980,High,69413.0
X5,2016,North America,White,Diesel,Automatic,5.0,140,70319,Low,57979.0
5 Series,2022,North America,White,Electric,Automatic,4.2,134352,101795,Low,34914.0
M3,2020,South America,Blue,Petrol,Automatic,2.5,129962,53490,Low,71193.0
M5,2021,Europe,Black,Hybrid,Manual,3.9,59862,50656,High,108516.0
X5,2010,Africa,Grey,Electric,Automatic,2.2,141195,85280,High,58046.0
M3,2019,Europe,Black,Diesel,Automatic,4.2,93146,82713,Low,75277.0
X1,2013,Europe,Black,Diesel,Manual,2.2,136918,54965,Low,36169.0
3 Series,2022,South America,Black,Hybrid,Manual,4.5,193846,33188,High,37364.0
X6,2018,Europe,Silver,Hybrid,Automatic,2.8,190579,54543,High,69003.0
M3,2017,Asia,Silver,Diesel,Manual,4.1,83080,111680,Low,75083.0
7 Series,2012,South America,White,Diesel,Automatic,2.4,62697,61108,High,90835.0
5 Series,2015,Asia,Silver,Hybrid,Manual,3.8,159960,60241,Low,31218.0
X6,2020,North America,Blue,Electric,Automatic,2.2,70360,112133,Low,68871.0
X1,2018,Africa,Red,Hybrid,Manual,1.6,155913,111127,Low,39623.0
X5,2017,Asia,Blue,Electric,Automatic,4.4,185252,46520,Low,55772.0
M3,2016,Middle East,Black,Petrol,Automatic,4.5,29803,93037,High,77063.0
X3,2016,Middle East,Red,Diesel,Automatic,4.6,141826,59339,High,43844.0
M3,2010,Europe,White,Diesel,Automatic,1.6,188055,118592,Low,74441.0
X5,2024,Europe,Grey,Diesel,Manual,4.2,62551,55173,Low,59684.0
X5,2014,South America,Grey,Electric,Automatic,4.4,7673,51581,High,56771.0
7 Series,2016,Middle East,Grey,Diesel,Automatic,2.6,17928,101194,Low,86800.0
5 Series,2023,Africa,White,Petrol,Automatic,3.1,87025,96771,High,30311.0
5 Series,2011,Africa,Grey,Diesel,Automatic,3.0,125965,94701,Low,34500.0
M5,2024,Europe,Silver,Hybrid,Manual,4.5,7991,111234,High,113843.0
X1,2015,Europe,Red,Electric,Automatic,3.0,1989,45116,Low,35315.0
X5,2023,Asia,Grey,Electric,Automatic,2.6,180303,95531,Low,55513.0
X3,2011,North America,Grey,Electric,Manual,2.0,158114,49892,High,43405.0
5 Series,2024,South America,Grey,Petrol,Automatic,3.9,154486,61371,Low,35055.0
i3,2016,South America,Grey,Hybrid,Manual,3.9,146282,55681,Low,41694.0
X1,2014,Europe,Blue,Hybrid,Automatic,2.2,100425,41708,Low,38100.0
5 Series,2013,Asia,White,Hybrid,Manual,4.9,182793,72682,High,35399.0
7 Series,2024,South America,Grey,Hybrid,Manual,3.9,75631,86924,High,94402.0
7 Series,2022,Asia,Black,Diesel,Automatic,4.1,58617,96051,Low,86939.0
X1,2021,Middle East,Black,Diesel,Automatic,2.9,75469,114586,High,37392.0
X5,2017,Europe,Black,Electric,Automatic,3.1,87974,42742,Low,59389.0
5 Series,2017,Europe,White,Electric,Automatic,4.5,162408,35957,High,36719.0
X1,2010,Asia,Black,Electric,Manual,1.6,76968,50833,Low,38435.0
X5,2018,Africa,Silver,Petrol,Manual,4.3,14805,46344,High,56379.0
M5,2023,Middle East,White,Hybrid,Manual,3.1,194001,105713,High,111169.0
3 Series,2018,North America,Silver,Hybrid,Automatic,3.1,73678,119531,Low,35856.0
X3,2011,Europe,Black,Petrol,Manual,2.6,169104,71759,High,43804.0
X6,2011,Asia,Grey,Electric,Automatic,3.6,127233,104819,Low,60396.0
i8,2017,Asia,Silver,Hybrid,Manual,3.9,108620,75621,Low,159804.0
5 Series,2021,North America,Black,Electric,Manual,2.1,53076,44825,Low,35711.0
X6,2020,Middle East,White,Electric,Automatic,3.5,2125,33069,Low,67107.0
i8,2015,North America,Black,Electric,Manual,3.1,71528,87346,High,145515.0
7 Series,2012,Europe,Silver,Diesel,Manual,4.2,25102,47195,High,98276.0
3 Series,2021,Europe,Grey,Petrol,Manual,3.4,161729,118179,High,37914.0
X5,2011,Middle East,Black,Petrol,Manual,3.0,148186,70206,Low,57691.0
3 Series,2014,North America,Red,Hybrid,Manual,3.4,134177,92580,Low,35484.0
M3,2024,South America,Red,Diesel,Manual,3.2,51412,52368,Low,73961.0
i3,2017,Europe,Blue,Hybrid,Automatic,4.8,186276,84147,Low,41812.0
7 Series,2012,South America,Red,Hybrid,Manual,3.8,190167,85046,High,97575.0
X6,2021,South America,Black,Hybrid,Automatic,4.7,184502,61055,High,68955.0
M3,2018,Asia,White,Electric,Automatic,1.9,181486,93945,Low,71748.0
X6,2017,Europe,Grey,Diesel,Manual,3.3,110528,41029,Low,69397.0
M5,2019,Europe,Red,Hybrid,Automatic,2.0,19028,60042,Low,110828.0
3 Series,2015,Asia,Grey,Diesel,Automatic,3.1,157074,104864,High,36229.0
7 Series,2013,North America,Silver,Hybrid,Automatic,4.4,181496,42952,High,88617.0
M5,2011,Asia,Black,Petrol,Manual,3.4,160188,80078,Low,107792.0
M5,2012,Middle East,Red,Petrol,Automatic,3.7,75793,48863,Low,106664.0
X6,2023,Middle East,Red,Petrol,Automatic,3.4,110822,107570,Low,69893.0
M3,2017,Africa,Grey,Hybrid,Automatic,3.5,157656,65462,Low,74145.0
3 Series,2018,North America,Red,Diesel,Automatic,4.6,134756,73410,Low,39030.0
i8,2015,South America,Silver,Diesel,Automatic,2.2,134479,83446,Low,141988.0
M5,2013,North America,Red,Hybrid,Automatic,3.0,13062,63840,High,114407.0
X5,2020,North America,Grey,Petrol,Automatic,3.6,7783,51013,High,57590.0
M5,2016,Africa,Silver,Petrol,Manual,4.2,15135,98434,Low,110921.0
X6,2019,Middle East,Black,Hybrid,Automatic,1.9,147462,119551,Low,68806.0
M3,2020,Europe,Grey,Diesel,Automatic,2.3,136743,55471,Low,74974.0
X3,2016,Middle East,Silver,Hybrid,Automatic,4.7,89931,77166,High,44588.0
3 Series,2019,North America,Red,Petrol,Automatic,2.8,188339,110215,Low,39913.0
M3,2018,Middle East,Red,Hybrid,Automatic,1.5,68468,104329,Low,72269.0
M5,2014,Middle East,Silver,Diesel,Automatic,2.2,56033,72666,High,110443.0
5 Series,2019,Asia,Black,Electric,Manual,4.9,76660,38471,Low,32433.0
X1,2013,Middle East,White,Electric,Manual,2.6,144953,36807,High,36848.0
i8,2019,Europe,Red,Diesel,Manual,3.6,132556,67352,Low,157606.0
i3,2015,South America,Silver,Electric,Automatic,4.0,18944,103312,Low,44868.0
M5,2021,South America,Grey,Hybrid,Manual,3.8,79799,89936,High,113405.0
5 Series,2011,Europe,Grey,Hybrid,Automatic,2.8,98081,61982,Low,32281.0
7 Series,2011,Asia,Black,Electric,Manual,3.0,62936,104120,Low,98946.0
X1,2021,North America,Blue,Electric,Manual,4.4,48693,65948,Low,36596.0
i3,2018,Africa,Black,Hybrid,Manual,3.8,90120,86805,High,40597.0
M5,2016,Asia,Red,Electric,Manual,1.6,25787,84976,Low,106123.0
X1,2016,Africa,Blue,Diesel,Manual,2.2,119060,67840,Low,36260.0
3 Series,2022,Asia,Red,Hybrid,Automatic,2.5,173045,65142,Low,39122.0
X3,2014,Middle East,Red,Electric,Automatic,2.8,75358,35293,High,44462.0
X3,2016,Asia,Silver,Diesel,Automatic,3.5,107675,110986,High,41085.0
M5,2018,Africa,Blue,Diesel,Manual,2.8,44465,39035,Low,112565.0
M3,2019,Europe,Grey,Petrol,Automatic,4.4,48245,78790,High,75901.0
X5,2014,Africa,Black,Petrol,Automatic,3.2,155668,69005,Low,59949.0
X5,2018,Asia,Grey,Diesel,Manual,3.3,166326,119753,High,59819.0
7 Series,2010,Middle East,Black,Diesel,Automatic,3.0,177282,56292,High,99779.0
7 Series,2024,Asia,White,Hybrid,Manual,4.0,30443,95571,Low,88819.0
X3,2021,Africa,Grey,Hybrid,Automatic,2.3,170708,93521,Low,40555.0
X3,2012,Asia,Black,Diesel,Automatic,3.9,132490,38326,Low,43065.0
X1,2016,Asia,Black,Electric,Manual,3.4,180070,47197,Low,38622.0
X6,2013,Middle East,White,Diesel,Automatic,1.9,30461,101734,Low,64298.0
7 Series,2024,Europe,Blue,Electric,Manual,1.6,170605,54167,Low,94185.0
X6,2011,Asia,Black,Hybrid,Manual,2.1,48692,34304,Low,64112.0
X1,2021,Europe,Red,Petrol,Manual,4.2,36570,40599,Low,37258.0
3 Series,2023,Europe,Blue,Electric,Manual,2.8,37666,34547,Low,39095.0
X3,2012,Europe,Silver,Electric,Manual,4.3,146772,55335,High,41018.0
M3,2016,Asia,White,Diesel,Manual,3.3,125854,110420,Low,74968.0
7 Series,2017,Asia,Blue,Diesel,Automatic,1.6,10742,58764,Low,97667.0
X1,2020,Europe,Blue,Petrol,Manual,4.5,183303,113133,High,35064.0
X6,2018,Asia,White,Petrol,Automatic,4.8,44191,69637,Low,66132.0
3 Series,2015,Africa,White,Diesel,Automatic,1.8,73494,56504,Low,37338.0
i8,2019,North America,Black,Hybrid,Automatic,2.2,30820,94421,Low,144404.0
3 Series,2018,Europe,Black,Petrol,Manual,4.0,144117,65676,Low,38858.0
M5,2021,Middle East,White,Hybrid,Automatic,4.6,18232,84346,Low,105437.0
5 Series,2014,South America,Blue,Electric,Automatic,1.8,133880,69871,Low,33512.0
X6,2010,Europe,Black,Diesel,Manual,3.6,109045,114774,Low,63081.0
3 Series,2023,Middle East,Grey,Hybrid,Manual,3.8,178838,47348,Low,35500.0
X6,2018,South America,White,Diesel,Manual,3.7,136102,118170,Low,61627.0
X3,2018,Europe,Black,Electric,Automatic,3.5,91076,107207,Low,40865.0
5 Series,2018,Middle East,Black,Diesel,Manual,2.5,34541,67364,Low,30361.0
X1,2012,South America,Black,Petrol,Automatic,3.8,66090,36574,Low,39394.0
M3,2022,Middle East,Grey,Diesel,Automatic,4.0,85927,46794,Low,75777.0
X5,2024,Africa,Black,Electric,Manual,3.5,166082,31336,Low,58257.0
X6,2019,Asia,Red,Petrol,Manual,3.2,23589,107232,Low,62706.0
3 Series,2019,Middle East,Red,Diesel,Automatic,2.3,31491,108007,Low,39808.0
i8,2019,Africa,White,Hybrid,Automatic,3.4,83210,34108,Low,146515.0
i8,2017,Middle East,Grey,Diesel,Automatic,1.9,97418,68960,Low,155774.0
3 Series,2012,Europe,Blue,Petrol,Automatic,1.8,23738,92626,High,37139.0
5 Series,2015,South America,Silver,Petrol,Manual,3.9,116114,88788,High,33976.0
M3,2014,Africa,Silver,Electric,Automatic,3.8,178947,97237,Low,71500.0
M3,2017,Asia,Blue,Petrol,Automatic,4.7,192542,108756,High,70784.0
X5,2012,Middle East,Blue,Petrol,Automatic,2.8,140396,77784,Low,59719.0
X5,2023,North America,Red,Electric,Manual,2.9,77603,117194,Low,57687.0
5 Series,2010,Middle East,Black,Diesel,Manual,2.9,172594,79194,Low,35872.0
M5,2021,South America,Grey,Petrol,Manual,3.1,27089,88773,High,114863.0
7 Series,2018,Middle East,Red,Electric,Automatic,3.3,131836,84362,High,95263.0
X6,2019,North America,Blue,Diesel,Manual,4.2,98353,94397,High,69930.0
7 Series,2018,South America,Grey,Electric,Automatic,2.3,822,54371,High,96091.0
X5,2012,Europe,Grey,Electric,Automatic,3.0,40160,115274,High,56898.0
M5,2011,South America,Red,Petrol,Manual,3.3,195714,67304,High,109269.0
X3,2013,Africa,Red,Hybrid,Manual,2.1,112325,107607,Low,42847.0
i3,2017,Asia,Black,Electric,Manual,1.7,17770,58662,High,40142.0
M5,2015,Middle East,Blue,Diesel,Automatic,3.6,32338,71767,Low,111229.0
i8,2019,Middle East,Grey,Electric,Manual,2.2,15616,67079,Low,140355.0
5 Series,2024,North America,Red,Diesel,Automatic,1.5,64428,55201,Low,34957.0
X5,2024,Middle East,Red,Petrol,Automatic,2.6,133730,33290,High,56911.0
5 Series,2024,North America,Blue,Hybrid,Automatic,4.4,122547,96632,Low,36802.0
X3,2017,Europe,White,Electric,Manual,2.9,122272,37060,Low,41421.0
5 Series,2014,Asia,Black,Hybrid,Manual,4.7,133704,45186,High,35617.0
7 Series,2022,Asia,Red,Petrol,Automatic,4.4,6857,77748,Low,93684.0
M3,2015,Asia,Red,Petrol,Automatic,2.2,23028,105944,Low,73638.0
X5,2014,Africa,Red,Petrol,Manual,2.0,20622,89086,Low,58679.0
7 Series,2019,South America,Grey,Electric,Manual,2.4,150245,62757,Low,89750.0
X3,2014,South America,Silver,Electric,Manual,2.8,182807,80129,Low,44621.0
X1,2012,North America,White,Petrol,Manual,3.5,50020,51686,Low,35236.0
X5,2023,Asia,Black,Electric,Automatic,1.9,135997,112330,Low,57612.0
3 Series,2013,Africa,Silver,Petrol,Manual,3.4,17748,37639,High,38197.0
i8,2014,Europe,White,Diesel,Automatic,3.5,48928,107590,High,141799.0
M5,2020,South America,Blue,Petrol,Automatic,3.8,20798,74460,Low,105031.0
M5,2020,North America,Black,Petrol,Automatic,3.4,100885,118222,Low,112430.0
M3,2015,Europe,Blue,Hybrid,Manual,3.7,174454,39009,Low,78744.0
M5,2021,Africa,White,Diesel,Automatic,3.0,125766,37053,Low,113787.0
3 Series,2013,Europe,Silver,Hybrid,Manual,1.5,174488,47488,Low,35034.0
X3,2023,Africa,Black,Hybrid,Automatic,1.8,87406,73269,High,42776.0
M5,2016,North America,White,Diesel,Automatic,2.2,166614,72342,Low,110129.0
3 Series,2024,Asia,Black,Petrol,Manual,2.3,183218,88043,Low,37952.0
7 Series,2023,Asia,Black,Petrol,Manual,4.1,181054,116237,Low,88591.0
i8,2017,North America,Grey,Electric,Manual,2.9,133028,95013,Low,159382.0
X5,2012,Europe,Grey,Diesel,Automatic,1.7,135701,59311,High,59745.0
X5,2010,North America,Red,Diesel,Automatic,3.4,49410,45210,Low,59816.0
X3,2024,North America,White,Hybrid,Manual,3.6,178890,39050,Low,40818.0
X5,2016,Africa,Grey,Hybrid,Manual,4.6,122292,79810,Low,55845.0
i8,2019,Europe,Silver,Hybrid,Automatic,1.7,149996,38413,Low,151865.0
X3,2017,North America,Black,Electric,Manual,2.4,93265,49637,High,41826.0
7 Series,2014,Middle East,Blue,Electric,Automatic,2.0,61359,81038,High,90568.0
X1,2018,Asia,Silver,Petrol,Automatic,4.2,149298,118818,Low,39176.0
3 Series,2015,Africa,Red,Hybrid,Automatic,1.9,47899,93608,Low,38565.0
X1,2020,Asia,Grey,Hybrid,Automatic,2.1,19110,45805,Low,38022.0
M5,2019,Asia,Silver,Petrol,Manual,3.8,13641,55775,High,109939.0
M5,2010,Asia,White,Diesel,Automatic,4.9,8958,69146,Low,111964.0
5 Series,2021,North America,Blue,Electric,Automatic,4.1,109923,35660,High,37205.0
i3,2021,Asia,Black,Hybrid,Manual,2.7,70103,104981,Low,40350.0
X6,2023,North America,White,Hybrid,Automatic,1.7,115347,93835,Low,61631.0
3 Series,2023,Middle East,White,Hybrid,Manual,2.7,37795,100660,High,38185.0
X5,2018,Africa,Silver,Petrol,Manual,2.8,183958,37526,Low,57859.0
7 Series,2010,Africa,Red,Petrol,Manual,1.9,78572,66146,High,85633.0
7 Series,2021,Middle East,Red,Electric,Manual,3.8,46773,93208,Low,89477.0
X5,2011,North America,Silver,Diesel,Manual,2.3,74501,49338,Low,58756.0
M5,2024,Asia,Red,Hybrid,Automatic,3.4,64327,55381,Low,110989.0
X6,2024,South America,Black,Electric,Automatic,4.7,196256,36681,Low,63369.0
X5,2021,Asia,Silver,Diesel,Automatic,4.3,51777,99757,High,59074.0
X3,2013,North America,Silver,Diesel,Automatic,2.0,128194,56427,Low,41887.0
3 Series,2010,Europe,Black,Hybrid,Automatic,3.6,70729,34575,Low,35585.0
M5,2024,Asia,Blue,Petrol,Manual,3.8,91053,39298,High,107583.0
7 Series,2013,Middle East,Blue,Hybrid,Automatic,3.7,24992,119801,High,94493.0
3 Series,2022,Europe,Black,Petrol,Automatic,2.0,65493,43326,High,36552.0
7 Series,2022,Europe,Blue,Diesel,Manual,2.4,32323,76694,High,93417.0
5 Series,2023,Europe,Red,Electric,Automatic,3.7,174199,104793,High,37680.0
M5,2013,North America,Grey,Electric,Manual,4.7,112658,92929,Low,113048.0
M3,2016,South America,Black,Hybrid,Manual,4.6,44674,33530,Low,74183.0
i3,2017,Middle East,Red,Hybrid,Automatic,2.8,198097,82332,Low,42065.0
X6,2022,Africa,Blue,Hybrid,Automatic,4.4,199553,74002,Low,60624.0
M3,2017,Asia,White,Petrol,Manual,3.3,174588,53557,Low,70430.0
X6,2017,Asia,Black,Petrol,Automatic,3.1,84070,87562,High,62401.0
7 Series,2023,Asia,Black,Hybrid,Manual,2.7,65373,45074,Low,97877.0
X6,2023,South America,Red,Electric,Manual,3.9,177880,103817,Low,60387.0
3 Series,2021,Asia,Grey,Hybrid,Manual,3.6,164621,101323,Low,39068.0
3 Series,2023,Africa,Grey,Electric,Manual,2.8,102217,92842,Low,38702.0
3 Series,2018,Europe,Blue,Diesel,Manual,4.2,97992,118226,High,36933.0
X6,2010,South America,Grey,Petrol,Automatic,2.8,107639,65231,Low,60231.0
i3,2018,North America,Silver,Hybrid,Manual,3.5,70418,107129,High,40009.0
M5,2019,Asia,White,Petrol,Manual,2.9,111077,73193,Low,108380.0
3 Series,2010,Middle East,Silver,Diesel,Manual,2.1,151410,91170,Low,37443.0
i8,2016,Asia,Blue,Electric,Automatic,3.8,122862,76871,High,159990.0
X3,2018,South America,White,Electric,Automatic,4.3,24379,109419,High,40788.0
7 Series,2013,Asia,White,Diesel,Manual,3.1,10910,52521,Low,88067.0
X3,2022,Middle East,Black,Hybrid,Automatic,2.6,125826,107591,Low,42116.0
7 Series,2024,North America,Silver,Hybrid,Manual,2.7,185411,104832,Low,89057.0
X6,2022,Europe,Black,Hybrid,Manual,3.6,172703,115987,Low,65816.0
5 Series,2018,Asia,Blue,Electric,Automatic,3.1,96716,93221,Low,33541.0
M3,2010,Asia,Grey,Diesel,Automatic,1.5,52177,51986,High,77103.0
7 Series,2018,North America,Silver,Hybrid,Automatic,4.2,149264,33401,Low,97225.0
i3,2013,Middle East,Black,Diesel,Automatic,3.9,63058,117804,Low,42138.0
X6,2021,Africa,White,Electric,Manual,2.7,48947,50640,Low,61162.0
X3,2021,Europe,Grey,Hybrid,Manual,3.5,189502,114920,Low,44607.0
i3,2014,Europe,White,Diesel,Manual,4.5,137632,44441,Low,43365.0
X6,2024,Africa,Grey,Petrol,Manual,2.0,38323,55353,Low,60754.0
i3,2016,Middle East,Blue,Diesel,Automatic,4.2,159713,94412,Low,41836.0
5 Series,2019,Middle East,Red,Hybrid,Automatic,1.6,171047,70212,Low,35467.0
i3,2013,Middle East,Grey,Diesel,Manual,2.2,37795,54732,Low,42999.0
X5,2017,Europe,Silver,Electric,Manual,4.3,199407,93739,High,57908.0
M5,2012,South America,Silver,Diesel,Manual,1.7,172690,119759,Low,112527.0
5 Series,2011,North America,Blue,Petrol,Automatic,2.6,137763,119573,Low,33623.0
X6,2023,Middle East,Blue,Electric,Automatic,3.8,664,47544,Low,69619.0
X1,2022,Middle East,Black,Petrol,Automatic,3.9,100252,74705,Low,35873.0
5 Series,2015,Middle East,White,Hybrid,Manual,2.7,178394,77277,High,34807.0
M5,2011,North America,Silver,Hybrid,Manual,3.8,198745,112140,High,108444.0
5 Series,2017,Europe,Black,Diesel,Manual,3.0,18071,114006,Low,30899.0
M5,2024,Europe,White,Diesel,Automatic,3.5,132371,38910,Low,110151.0
X3,2019,Europe,Black,Diesel,Automatic,2.1,193405,94595,Low,44320.0
X3,2013,Middle East,Black,Petrol,Manual,4.5,109655,92732,High,42243.0
X5,2018,Asia,Black,Electric,Manual,2.2,112873,100315,High,57493.0
X3,2013,South America,Grey,Diesel,Manual,3.0,124344,114356,High,44728.0
5 Series,2013,North America,White,Hybrid,Manual,3.1,51479,45153,High,36692.0
M5,2022,South America,Silver,Electric,Manual,3.4,33750,64286,Low,105764.0
M5,2021,South America,Silver,Diesel,Automatic,1.6,182204,118318,Low,107604.0
X6,2017,North America,Blue,Petrol,Manual,4.2,37113,92326,Low,65551.0
5 Series,2021,Middle East,Silver,Diesel,Automatic,4.5,63688,58543,Low,35138.0
X5,2022,Middle East,Red,Hybrid,Manual,2.0,61535,53335,Low,58196.0
i3,2017,South America,Silver,Hybrid,Automatic,4.6,17666,33740,High,42617.0
M5,2014,North America,White,Hybrid,Automatic,4.5,120421,62298,Low,107434.0
X1,2012,Asia,Grey,Hybrid,Automatic,3.4,144076,30227,Low,38015.0
i3,2021,South America,Blue,Electric,Automatic,2.5,91621,97897,Low,43376.0
M5,2011,Middle East,Grey,Electric,Manual,2.2,141320,44702,Low,113036.0
5 Series,2024,Africa,Grey,Electric,Automatic,3.2,157696,33101,High,37134.0
i3,2018,Middle East,Grey,Electric,Manual,3.3,59916,46552,Low,44108.0
3 Series,2023,Middle East,Silver,Electric,Automatic,3.8,127716,31422,High,39170.0
